HFPO-DA(GEN X);PFBA;PFBS;PFDA;PFHpA;PFHxA;PFHxS;PFNA;PFOA;PFOS;Sum PFAS-4
;0.002;0.002;;0.0005;0.003;0.0005;;0.003;0.002;
;0.002;0.002;;0.0005;0.003;0.0005;;0.003;0.002;
;0.002;0.001;;0.0005;0.003;0.0005;;0.003;0.002;
;0.002;0.001;;0.0005;0.003;0.0005;;0.003;0.002;
;0.002;0.001;;0.0005;0.003;0.0005;;0.003;0.002;
;0.002;0.001;;0.0005;0.003;0.0005;;0.003;0.002;
;0.002;0.001;;0.0005;0.003;0.0005;;0.003;0.002;
;0.002;0.001;;0.0005;0.003;0.0005;;0.003;0.002;
;0.002;0.001;;0.0005;0.003;0.0005;;0.003;0.002;
;0.002;0.001;;0.0005;0.003;0.0005;;0.003;0.002;
;0.002;0.001;;0.0005;0.003;0.0005;;0.003;0.002;
;0.002;0.001;;0.0005;0.003;0.0005;;0.003;0.002;
;0.002;0.001;;0.0005;0.003;0.0005;;0.003;0.002;
;0.002;0.001;;0.0005;0.003;0.0005;;0.003;0.002;
;0.002;0.001;;0.0005;0.003;0.0005;;0.003;0.002;
;0.002;0.001;;0.0005;0.003;0.0005;;0.003;0.002;
;0.002;0.001;;0.0005;0.003;0.0005;;0.003;0.002;
;0.002;0.001;;0.0005;0.003;0.0005;;0.003;0.002;
;0.002;0.001;;0.0005;0.003;0.0005;;0.003;0.002;
;0.002;0.001;;0.0005;0.003;0.0005;;0.003;0.002;
;0.002;0.001;;0.0005;0.003;0.0005;;0.003;0.002;
;0.002;0.001;;0.0005;0.003;0.0005;;0.003;0.002;
;0.002;0.001;;0.0005;0.003;0.0005;;0.003;0.002;
;0.002;0.001;;0.0005;0.003;0.0005;;0.003;0.002;
;0.002;0.001;;0.0005;0.003;0.0005;;0.003;0.002;
;0.002;0.001;;0.0005;0.003;0.0005;;0.003;0.002;
;0.002;0.001;;0.0005;0.003;0.0005;;0.003;0.002;
;0.002;0.001;;0.0005;0.003;0.0005;;0.003;0.002;
;0.002;0.001;;0.0005;0.003;0.0005;;0.003;0.002;
;0.002;0.001;;0.0005;0.003;0.0005;;0.003;0.002;
;0.002;0.001;;0.0005;0.003;0.0005;;0.003;0.002;
;0.002;0.001;;0.0005;0.003;0.0005;;0.003;0.002;
;0.002;0.001;;0.0005;0.003;0.0005;;0.003;0.002;
;0.002;0.001;;0.0005;0.003;0.0005;;0.003;0.002;
;0.002;0.001;;0.0005;0.003;0.0005;;0.003;0.002;
;0.002;0.001;;0.0005;0.003;0.0005;;0.003;0.002;
;0.002;0.001;;0.0005;0.003;0.0005;;0.003;0.002;
;0.002;0.001;;0.0005;0.003;0.0005;;0.003;0.002;
;0.002;0.001;;0.0005;0.003;0.0005;;0.003;0.002;
;0.002;0.001;;0.0005;0.003;0.0005;;0.003;0.002;
;0.002;0.001;;0.0005;0.003;0.0005;;0.003;0.002;
;0.002;0.001;;0.0005;0.003;0.0005;;0.003;0.002;
;0.002;0.001;;0.0005;0.003;0.0005;;0.003;0.002;
;0.002;0.001;;0.0005;0.003;0.0005;;0.003;0.002;
;0.002;0.001;;0.0005;0.003;0.0005;;0.003;0.002;
;0.002;0.001;;0.0005;0.003;0.0005;;0.003;0.002;
;0.002;0.001;;0.0005;0.003;0.0005;;0.003;0.002;
;0.002;0.001;;0.0005;0.003;0.0005;;0.003;0.002;
;0.002;0.001;;0.0005;0.003;0.0005;;0.003;0.002;
;0.002;0.001;;0.0005;0.003;0.0005;;0.003;0.002;
;0.002;0.001;;0.0005;0.003;0.0005;;0.003;0.002;
;0.00139;0.001;;0.0005;0.003;0.0005;;0.003;0.002;
;0.001;0.001;;0.0005;0.003;0.0005;;0.003;0.002;
;0.001;0.001;;0.0005;0.003;0.0005;;0.003;0.002;
;0.001;0.001;;0.0005;0.003;0.0005;;0.003;0.002;
;0.001;0.001;;0.0005;0.003;0.0005;;0.003;0.002;
;0.001;0.001;;0.0005;0.003;0.0005;;0.003;0.002;
;0.001;0.001;;0.0005;0.003;0.0005;;0.003;0.002;
;0.001;0.001;;0.0005;0.003;0.0005;;0.003;0.002;
;0.001;0.001;;0.0005;0.003;0.0005;;0.003;0.002;
;0.001;0.001;;0.0005;0.003;0.0005;;0.003;0.002;
;0.001;0.001;;0.0005;0.003;0.0005;;0.003;0.002;
;0.001;0.001;;0.0005;0.003;0.0005;;0.003;0.002;
;0.001;0.001;;0.0005;0.003;0.0005;;0.003;0.002;
;0.001;0.001;;0.0005;0.00285;0.0005;;0.003;0.002;
;0.001;0.001;;0.0005;0.0028;0.0005;;0.003;0.002;
;0.001;0.001;;0.0005;0.002;0.0005;;0.003;0.002;
;0.001;0.001;;0.0005;0.002;0.0005;;0.003;0.002;
;0.001;0.001;;0.0005;0.002;0.0005;;0.003;0.002;
;0.001;0.001;;0.0005;0.002;0.0005;;0.003;0.002;
;0.001;0.001;;0.0005;0.002;0.0005;;0.003;0.002;
;0.001;0.001;;0.0005;0.002;0.0005;;0.003;0.002;
;0.001;0.001;;0.0005;0.002;0.0005;;0.003;0.002;
;0.001;0.001;;0.0005;0.002;0.0005;;0.003;0.002;
;0.001;0.001;;0.0005;0.002;0.0005;;0.003;0.002;
;0.001;0.001;;0.0005;0.002;0.0005;;0.003;0.002;
;0.001;0.001;;0.0005;0.002;0.0005;;0.003;0.002;
;0.001;0.001;;0.0005;0.002;0.0005;;0.003;0.002;
;0.001;0.001;;0.0005;0.002;0.0005;;0.0029;0.002;
;0.001;0.001;;0.0005;0.002;0.0005;;0.0029;0.002;
;0.001;0.00095;;0.0005;0.002;0.0005;;0.0026;0.002;
;0.001;0.00095;;0.0005;0.002;0.0005;;0.0026;0.002;
;0.001;0.00095;;0.0005;0.002;0.0005;;0.0022;0.002;
;0.001;0.000945;;0.0005;0.002;0.0005;;0.00213;0.002;
;0.001;0.0006;;0.0005;0.002;0.0005;;0.0021;0.002;
;0.001;0.0005;;0.0005;0.002;0.0005;;0.002;0.002;
;0.001;0.0005;;0.0005;0.002;0.0005;;0.002;0.002;
;0.001;0.0005;;0.0005;0.002;0.0005;;0.002;0.002;
;0.001;0.0005;;0.0005;0.002;0.0005;;0.002;0.002;
;0.001;0.0005;;0.0005;0.002;0.0005;;0.002;0.002;
;0.001;0.0005;;0.0005;0.002;0.0005;;0.002;0.002;
;0.001;0.0005;;0.0005;0.002;0.0005;;0.002;0.002;
;0.001;0.0005;;0.0005;0.002;0.0005;;0.002;0.002;
;0.001;0.0005;;0.0005;0.002;0.0005;;0.002;0.002;
;0.001;0.0005;;0.0005;0.002;0.0005;;0.002;0.002;
;0.001;0.0005;;0.0005;0.002;0.0005;;0.002;0.002;
;0.001;0.0005;;0.0005;0.002;0.0005;;0.002;0.002;
;0.001;0.0005;;0.0005;0.002;0.0005;;0.002;0.002;
;0.001;0.0005;;0.0005;0.002;0.0005;;0.002;0.002;
;0.001;0.0005;;0.0005;0.002;0.0005;;0.002;0.002;
;0.001;0.0005;;0.0005;0.002;0.0005;;0.002;0.002;
;0.001;0.0005;;0.0005;0.002;0.0005;;0.002;0.002;
;0.001;0.0005;;0.0005;0.002;0.0005;;0.002;0.002;
;0.001;0.0005;;0.0005;0.002;0.0005;;0.002;0.002;
;0.001;0.0005;;0.0005;0.002;0.0005;;0.002;0.002;
;0.001;0.0005;;0.0005;0.002;0.0005;;0.002;0.002;
;0.001;0.0005;;0.0005;0.002;0.0005;;0.002;0.002;
;0.001;0.0005;;0.0005;0.002;0.0005;;0.002;0.002;
;0.00055;0.0005;;0.0005;0.002;0.0005;;0.002;0.002;
;0.00055;0.0005;;0.0005;0.002;0.0005;;0.002;0.002;
;0.00055;0.0005;;0.0005;0.002;0.0005;;0.002;0.002;
;0.0005;0.0005;;0.0005;0.002;0.0005;;0.002;0.002;
;0.0005;0.0005;;0.0005;0.002;0.0005;;0.002;0.002;
;0.0005;0.0005;;0.0005;0.002;0.0005;;0.002;0.002;
;0.0005;0.0005;;0.0005;0.002;0.0005;;0.002;0.002;
;0.0005;0.0005;;0.0005;0.002;0.0005;;0.002;0.002;
;0.0005;0.0005;;0.0005;0.002;0.0005;;0.002;0.002;
;0.0005;0.0005;;0.0005;0.002;0.0005;;0.002;0.002;
;0.0005;0.0005;;0.0005;0.002;0.0005;;0.002;0.002;
;0.0005;0.0005;;0.0005;0.002;0.0005;;0.002;0.002;
;0.0005;0.0005;;0.0005;0.002;0.0005;;0.002;0.002;
;0.0005;0.0005;;0.0005;0.002;0.0005;;0.002;0.002;
;0.0005;0.0005;;0.0005;0.002;0.0005;;0.002;0.002;
;0.0005;0.0005;;0.0005;0.002;0.0005;;0.002;0.002;
;0.0005;0.0005;;0.0005;0.002;0.0005;;0.002;0.002;
;0.0005;0.0005;;0.0005;0.002;0.0005;;0.002;0.002;
;0.0005;0.0005;;0.0005;0.002;0.0005;;0.002;0.002;
;0.0005;0.0005;;0.0005;0.002;0.0005;;0.002;0.002;
;0.0005;0.0005;;0.0005;0.002;0.0005;;0.002;0.002;
;0.0005;0.0005;;0.0005;0.002;0.0005;;0.002;0.002;
;0.0005;0.0005;;0.0005;0.002;0.0005;;0.002;0.002;
;0.0005;0.0005;;0.0005;0.002;0.0005;;0.002;0.002;
;0.0005;0.0005;;0.0005;0.002;0.0005;;0.002;0.002;
;0.0005;0.0005;;0.0005;0.002;0.0005;;0.002;0.002;
;0.0005;0.0005;;0.0005;0.002;0.0005;;0.002;0.002;
;0.0005;0.0005;;0.0005;0.002;0.0005;;0.002;0.002;
;0.0005;0.0005;;0.0005;0.002;0.0005;;0.002;0.002;
;0.0005;0.0005;;0.0005;0.002;0.0005;;0.002;0.002;
;0.0005;0.0005;;0.0005;0.002;0.0005;;0.002;0.002;
;0.0005;0.0005;;0.0005;0.002;0.0005;;0.002;0.002;
;0.0005;0.0005;;0.0005;0.002;0.0005;;0.002;0.002;
;0.0005;0.0005;;0.0005;0.002;0.0005;;0.0019;0.002;
;0.0005;0.0005;;0.0005;0.002;0.0005;;0.0018;0.002;
;0.0005;0.0005;;0.0005;0.002;0.0005;;0.0018;0.002;
;0.0005;0.0005;;0.0005;0.002;0.0005;;0.0018;0.002;
;0.0005;0.0005;;0.0005;0.002;0.0005;;0.0015;0.002;
;0.0005;0.0005;;0.0005;0.002;0.0005;;0.0011;0.002;
;0.0005;0.0005;;0.0005;0.002;0.0005;;0.001;0.002;
;0.0005;0.0005;;0.0005;0.002;0.0005;;0.001;0.002;
;0.0005;0.0005;;0.0005;0.002;0.0005;;0.001;0.002;
;0.0005;0.0005;;0.0005;0.002;0.0005;;0.001;0.002;
;0.0005;0.0005;;0.0005;0.002;0.0005;;0.001;0.002;
;0.0005;0.0005;;0.0005;0.002;0.0005;;0.001;0.002;
;0.0005;0.0005;;0.0005;0.002;0.0005;;0.00097;0.002;
;0.0005;0.0005;;0.0005;0.002;0.0005;;0.00082;0.002;
;0.0005;0.0005;;0.0005;0.002;0.0005;;0.0005;0.002;
;0.0005;0.0005;;0.0005;0.002;0.0005;;0.0005;0.002;
;0.0005;0.0005;;0.0005;0.002;0.0005;;0.0005;0.002;
;0.0005;0.0005;;0.0005;0.002;0.0005;;0.0005;0.002;
;0.0005;0.0005;;0.0005;0.002;0.0005;;0.0005;0.002;
;0.0005;0.0005;;0.0005;0.002;0.0005;;0.0005;0.002;
;0.0005;0.0005;;0.0005;0.002;0.0005;;0.0005;0.002;
;0.0005;0.0005;;0.0005;0.002;0.0005;;0.0005;0.002;
;0.0005;0.0005;;0.0005;0.002;0.0005;;0.0005;0.002;
;0.0005;0.0005;;0.0005;0.0017;0.0005;;0.0005;0.002;
;0.0005;0.0005;;0.0005;0.00165;0.0005;;0.0005;0.002;
;0.0005;0.0005;;0.0005;0.00165;0.0005;;0.0005;0.002;
;0.0005;0.0005;;0.0005;0.00165;0.0005;;0.0005;0.002;
;0.0005;0.0005;;0.0005;0.00165;0.0005;;0.0005;0.002;
;0.0005;0.0005;;0.0005;0.001;0.0005;;0.0005;0.002;
;0.0005;0.0005;;0.0005;0.001;0.0005;;0.0005;0.002;
;0.0005;0.0005;;0.0005;0.001;0.0005;;0.0005;0.002;
;0.0005;0.0005;;0.0005;0.001;0.0005;;0.0005;0.002;
;0.0005;0.0005;;0.0005;0.001;0.0005;;0.0005;0.002;
;0.0005;0.0005;;0.0005;0.001;0.0005;;0.0005;0.002;
;0.0005;0.0005;;0.0005;0.001;0.0005;;0.0005;0.002;
;0.0005;0.0005;;0.0005;0.001;0.0005;;0.0005;0.002;
;0.0005;0.0005;;0.0005;0.001;0.0005;;0.0005;0.002;
;0.0005;0.0005;;0.0005;0.001;0.0005;;0.0005;0.002;
;0.0005;0.0005;;0.0005;0.001;0.0005;;0.0005;0.002;
;0.0005;0.0005;;0.0005;0.001;0.0005;;0.0005;0.002;
;0.0005;0.0005;;0.0005;0.001;0.0005;;0.0005;0.0019;
;0.0005;0.0005;;0.0005;0.001;0.0005;;0.0005;0.0019;
;0.0005;0.0005;;0.0005;0.0005;0.0005;;0.0005;0.0018;
;0.0005;0.0005;;0.0005;0.0005;0.0005;;0.0005;0.0018;
;0.0005;0.0005;;0.0005;0.0005;0.0005;;0.0005;0.0018;
;0.0005;0.0005;;0.0005;0.0005;0.0005;;0.0005;0.0018;
;0.0005;0.0005;;0.0005;0.0005;0.0005;;0.0005;0.0018;
;0.0005;0.0005;;0.0005;0.0005;0.0005;;0.0005;0.0017;
;0.0005;0.0005;;0.0005;0.0005;0.0005;;0.0005;0.0017;
;0.0005;0.0005;;0.0005;0.0005;0.0005;;0.0005;0.0017;
;0.0005;0.0005;;0.0005;0.0005;0.0005;;0.0005;0.0017;
;0.0005;0.0005;;0.0005;0.0005;0.0005;;0.0005;0.0017;
;0.0005;0.0005;;0.0005;0.0005;0.0005;;0.0005;0.0016;
;0.0005;0.0005;;0.0005;0.0005;0.0005;;0.0005;0.0016;
;0.0005;0.0005;;0.0005;0.0005;0.0005;;0.0005;0.0016;
;0.0005;0.0005;;0.0005;0.0005;0.0005;;0.0005;0.0016;
;0.0005;0.0005;;0.0005;0.0005;0.0005;;0.0005;0.0016;
;0.0005;0.0005;;0.0005;0.0005;0.0005;;0.0005;0.0016;
;;0.0005;;0.0005;0.0005;0.0005;;0.0005;0.0016;
;;;;;0.0005;0.00019;;0.0005;0.0015;
;;;;;0.0005;;;0.0005;0.0015;
;;;;;0.0005;;;0.0005;0.0015;
;;;;;0.0005;;;0.0005;0.0015;
;;;;;;;;0.0005;0.0015;
;;;;;;;;0.0005;0.0015;
;;;;;;;;0.0005;0.0015;
;;;;;;;;0.0005;0.0015;
;;;;;;;;0.0005;0.0015;
;;;;;;;;0.0005;0.0015;
;;;;;;;;0.0005;0.0015;
;;;;;;;;0.0005;0.0015;
;;;;;;;;0.0005;0.0015;
;;;;;;;;0.0005;0.0015;
;;;;;;;;0.0005;0.0015;
;;;;;;;;0.0005;0.0015;
;;;;;;;;0.0005;0.0015;
;;;;;;;;0.0005;0.0015;
;;;;;;;;0.0005;0.0015;
;;;;;;;;0.0005;0.0015;
;;;;;;;;0.0005;0.0015;
;;;;;;;;0.0005;0.0015;
;;;;;;;;0.0005;0.0015;
;;;;;;;;0.0005;0.0015;
;;;;;;;;0.0005;0.0015;
;;;;;;;;0.0005;0.0015;
;;;;;;;;0.0005;0.0015;
;;;;;;;;0.0005;0.0015;
;;;;;;;;0.0005;0.0015;
;;;;;;;;0.0005;0.0015;
;;;;;;;;0.0005;0.0015;
;;;;;;;;0.0005;0.0015;
;;;;;;;;0.0005;0.0015;
;;;;;;;;0.0005;0.0015;
;;;;;;;;0.0005;0.0015;
;;;;;;;;0.0005;0.0015;
;;;;;;;;0.0005;0.0015;
;;;;;;;;0.0005;0.0015;
;;;;;;;;0.0005;0.0015;
;;;;;;;;0.0005;0.0015;
;;;;;;;;0.0005;0.0015;
;;;;;;;;0.0005;0.0015;
;;;;;;;;0.0005;0.0015;
;;;;;;;;0.0005;0.0015;
;;;;;;;;0.0005;0.0015;
;;;;;;;;0.0005;0.0015;
;;;;;;;;0.0005;0.0015;
;;;;;;;;0.0005;0.0015;
;;;;;;;;0.0005;0.0015;
;;;;;;;;0.0005;0.0015;
;;;;;;;;0.0005;0.0015;
;;;;;;;;0.0005;0.0015;
;;;;;;;;0.0005;0.0015;
;;;;;;;;0.0005;0.0015;
;;;;;;;;0.0005;0.0015;
;;;;;;;;0.0005;0.0015;
;;;;;;;;0.0005;0.0015;
;;;;;;;;0.00035;0.0015;
;;;;;;;;;0.0015;
;;;;;;;;;0.0015;
;;;;;;;;;0.0015;
;;;;;;;;;0.0015;
;;;;;;;;;0.0015;
;;;;;;;;;0.0015;
;;;;;;;;;0.0015;
;;;;;;;;;0.0015;
;;;;;;;;;0.0015;
;;;;;;;;;0.0015;
;;;;;;;;;0.0015;
;;;;;;;;;0.0015;
;;;;;;;;;0.0015;
;;;;;;;;;0.0015;
;;;;;;;;;0.0015;
;;;;;;;;;0.0015;
;;;;;;;;;0.0015;
;;;;;;;;;0.0015;
;;;;;;;;;0.0015;
;;;;;;;;;0.0015;
;;;;;;;;;0.0015;
;;;;;;;;;0.0015;
;;;;;;;;;0.0015;
;;;;;;;;;0.0015;
;;;;;;;;;0.0015;
;;;;;;;;;0.0015;
;;;;;;;;;0.0015;
;;;;;;;;;0.0015;
;;;;;;;;;0.0015;
;;;;;;;;;0.0015;
;;;;;;;;;0.0015;
;;;;;;;;;0.0015;
;;;;;;;;;0.0015;
;;;;;;;;;0.0015;
;;;;;;;;;0.0015;
;;;;;;;;;0.0015;
;;;;;;;;;0.0014;
;;;;;;;;;0.0014;
;;;;;;;;;0.0013;
;;;;;;;;;0.0013;
;;;;;;;;;0.0012;
;;;;;;;;;0.0012;
;;;;;;;;;0.001;
;;;;;;;;;0.001;
;;;;;;;;;0.001;
;;;;;;;;;0.001;
;;;;;;;;;0.001;
;;;;;;;;;0.001;
;;;;;;;;;0.001;
;;;;;;;;;0.001;
;;;;;;;;;0.001;
;;;;;;;;;0.001;
;;;;;;;;;0.001;
;;;;;;;;;0.001;
;;;;;;;;;0.001;
;;;;;;;;;0.001;
;;;;;;;;;0.001;
;;;;;;;;;0.001;
;;;;;;;;;0.001;
;;;;;;;;;0.001;
;;;;;;;;;0.001;
;;;;;;;;;0.001;
;;;;;;;;;0.001;
;;;;;;;;;0.001;
;;;;;;;;;0.001;
;;;;;;;;;0.001;
;;;;;;;;;0.001;
;;;;;;;;;0.001;
;;;;;;;;;0.001;
;;;;;;;;;0.001;
;;;;;;;;;0.001;
;;;;;;;;;0.001;
;;;;;;;;;0.001;
;;;;;;;;;0.001;
;;;;;;;;;0.001;
;;;;;;;;;0.001;
;;;;;;;;;0.001;
;;;;;;;;;0.001;
;;;;;;;;;0.001;
;;;;;;;;;0.001;
;;;;;;;;;0.001;
;;;;;;;;;0.001;
;;;;;;;;;0.001;
;;;;;;;;;0.0006;
;;;;;;;;;0.0006;
;;;;;;;;;0.0005;
;;;;;;;;;0.0005;
;;;;;;;;;0.0005;
;;;;;;;;;0.0005;
;;;;;;;;;0.0005;
;;;;;;;;;0.0005;
;;;;;;;;;0.0005;
;;;;;;;;;0.0005;
;;;;;;;;;0.0005;
;;;;;;;;;0.0005;
;;;;;;;;;0.0005;
;;;;;;;;;0.0005;
;;;;;;;;;0.0005;
;;;;;;;;;0.0005;
;;;;;;;;;0.0005;
;;;;;;;;;0.0005;
;;;;;;;;;0.0005;
;;;;;;;;;0.0005;
;;;;;;;;;0.0005;
;;;;;;;;;0.0005;
;;;;;;;;;0.0005;
;;;;;;;;;0.0005;
;;;;;;;;;0.0005;
;;;;;;;;;0.0005;
;;;;;;;;;0.0005;
;;;;;;;;;0.0005;
;;;;;;;;;0.0005;
;;;;;;;;;0.0005;
;;;;;;;;;0.0005;
;;;;;;;;;0.0005;
;;;;;;;;;0.0005;
;;;;;;;;;0.0005;
;;;;;;;;;0.0005;
;;;;;;;;;0.0005;
;;;;;;;;;0.0005;
;;;;;;;;;0.0005;
;;;;;;;;;0.0005;
;;;;;;;;;0.0005;
;;;;;;;;;0.0005;
;;;;;;;;;0.0005;
;;;;;;;;;0.0005;
;;;;;;;;;0.0005;
;;;;;;;;;0.0005;
;;;;;;;;;0.0005;
;;;;;;;;;0.0005;
;;;;;;;;;0.0005;
;;;;;;;;;0.0005;
;;;;;;;;;0.0005;
;;;;;;;;;0.0005;
;;;;;;;;;0.0005;
;;;;;;;;;0.0005;
;;;;;;;;;0.0005;
;;;;;;;;;0.0005;
;;;;;;;;;0.0005;
;;;;;;;;;0.0005;
;;;;;;;;;0.0005;
;;;;;;;;;0.0005;
;;;;;;;;;0.0005;
;;;;;;;;;0.0005;
;;;;;;;;;0.0005;
;;;;;;;;;0.0005;
;;;;;;;;;0.0005;
;;;;;;;;;0.0005;
;;;;;;;;;0.0005;
;;;;;;;;;0.0005;
;;;;;;;;;0.0005;
;;;;;;;;;0.0005;
;;;;;;;;;0.0005;
;;;;;;;;;0.0005;
;;;;;;;;;0.0005;
;;;;;;;;;0.0005;
;;;;;;;;;0.0005;
;;;;;;;;;0.0005;
;;;;;;;;;0.0005;
;;;;;;;;;0.0005;
;;;;;;;;;0.0005;
;;;;;;;;;0.0005;
;;;;;;;;;0.0005;
;;;;;;;;;0.0005;
;;;;;;;;;0.0005;
;;;;;;;;;0.0005;
;;;;;;;;;0.0005;
;;;;;;;;;0.0005;
;;;;;;;;;0.0005;
;;;;;;;;;0.0005;
;;;;;;;;;0.0005;
;;;;;;;;;0.0005;
;;;;;;;;;0.0005;
;;;;;;;;;0.0005;
;;;;;;;;;0.0005;
;;;;;;;;;0.0005;
;;;;;;;;;0.0005;
;;;;;;;;;0.0005;
;;;;;;;;;0.0005;
;;;;;;;;;0.0005;
;;;;;;;;;0.0005;
;;;;;;;;;0.0005;
;;;;;;;;;0.0005;
;;;;;;;;;0.0005;
;;;;;;;;;0.0005;
;;;;;;;;;0.0005;
;;;;;;;;;0.0005;
;;;;;;;;;0.0005;
;;;;;;;;;0.0005;
;;;;;;;;;0.0005;
;;;;;;;;;0.0005;
;;;;;;;;;0.0005;
;;;;;;;;;0.0005;
;;;;;;;;;0.0005;
;;;;;;;;;0.0005;
;;;;;;;;;0.0005;
;;;;;;;;;0.0005;
;;;;;;;;;0.0005;
;;;;;;;;;0.0005;
;;;;;;;;;0.0005;
;;;;;;;;;0.0005;
;;;;;;;;;0.0005;
;;;;;;;;;0.0005;
;;;;;;;;;0.0005;
;;;;;;;;;0.0005;
;;;;;;;;;0.0005;
;;;;;;;;;0.0005;
;;;;;;;;;0.0005;
;;;;;;;;;0.0005;
;;;;;;;;;0.0005;
;;;;;;;;;0.0005;
;;;;;;;;;0.0005;
;;;;;;;;;0.0005;
;;;;;;;;;0.0005;
;;;;;;;;;0.0005;
;;;;;;;;;0.0005;
;;;;;;;;;0.0005;
;;;;;;;;;0.0005;
;;;;;;;;;0.0005;
;;;;;;;;;0.0005;
;;;;;;;;;0.0005;
;;;;;;;;;0.0005;
;;;;;;;;;0.0005;
;;;;;;;;;0.0005;
;;;;;;;;;0.0005;
;;;;;;;;;0.0005;
;;;;;;;;;0.0005;
;;;;;;;;;0.0005;
;;;;;;;;;0.0005;
;;;;;;;;;0.0005;
;;;;;;;;;0.0005;
;;;;;;;;;0.0005;
;;;;;;;;;0.0005;
;;;;;;;;;0.0005;
;;;;;;;;;0.0005;
;;;;;;;;;0.0005;
;;;;;;;;;0.0005;
;;;;;;;;;0.0005;
;;;;;;;;;0.0005;
;;;;;;;;;0.0005;
;;;;;;;;;0.0005;
;;;;;;;;;0.0005;
;;;;;;;;;0.0005;
;;;;;;;;;0.0005;
;;;;;;;;;0.0005;
;;;;;;;;;0.0005;
